Company,LTP,Floor Price,Indicative Price,Base Issue Size,Total Issue Size,Cumulative 100%,Cumulative 0%,Total Qty,Times Base,Times Total,NSE Demand
"Hindustan Zinc Limited",722.5,685,690.59,30150000,-,5581449,250500,5831949,.19,-,-
