Company,LTP,Floor Price,Indicative Price,Base Issue Size,Total Issue Size,Cumulative 100%,Cumulative 0%,Total Qty,Times Base,Times Total,NSE Demand
"Hindustan Zinc Limited",718.9,685,690.44,30150000,-,4738124,250500,4988624,.17,-,-
